company_name,primary_domain,info_url_1,info_url_1_source_type,info_url_2,info_url_2_source_type,sentiment_url_1,sentiment_url_1_source_type,sentiment_url_2,sentiment_url_2_source_type,notes
Startup India,startupindia.gov.in,https://en.wikipedia.org/wiki/List_of_unicorn_startup_companies,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Invest India,investindia.gov.in,https://www.investindia.gov.in/about,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Institute of Fashion Technology,nift.ac.in,https://en.wikipedia.org/wiki/List_of_companies_listed_on_the_National_Stock_Exchange_of_India,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Institute of Ocean Technology,niot.res.in,"https://en.wikipedia.org/wiki/National_Institute_of_Technology,_Tiruchirappalli",wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bureau of Indian Standards,bis.gov.in,https://www.bis.gov.in/?lang=en,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Centre for Biological Sciences,ncbs.res.in,https://www.ncbs.res.in/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Tata Institute of Fundamental Research,tifr.res.in,https://en.wikipedia.org/wiki/Tata_Trusts,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Highways Authority of India,nhai.gov.in,https://en.wikipedia.org/wiki/National_highways_of_India,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
India Post,indiapost.gov.in,https://en.wikipedia.org/wiki/India_Post,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Unique Identification Authority of India,uidai.gov.in,https://uidai.gov.in/en/who-we-are,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Mission for Clean Ganga,nmcg.nic.in,https://en.wikipedia.org/wiki/National_symbols_of_India,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Central Board of Secondary Education,cbse.gov.in,https://en.wikipedia.org/wiki/List_of_central_agencies_in_India,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
University Grants Commission,ugc.gov.in,https://www.ugc.gov.in/about/ErrorPage/ErrorPage/index?code=404,own_about_page,https://en.wikipedia.org/wiki/Bihar_Engineering_University,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Council of Educational Research and Training,ncert.nic.in,https://en.wikipedia.org/wiki/National_Productivity_Council,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Institute of Technology Bombay,iitb.ac.in,https://www.iitb.ac.in/about,own_about_page,https://en.wikipedia.org/wiki/Indian_Institutes_of_Technology,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Institute of Technology Madras,iitm.ac.in,https://www.iitm.ac.in/,own_about_page,https://en.wikipedia.org/wiki/Indian_Institutes_of_Technology,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Institute of Technology Kanpur,iitk.ac.in,https://en.wikipedia.org/wiki/Indian_Institutes_of_Technology,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Institute of Technology Kharagpur,iitkgp.ac.in,https://www.iitkgp.ac.in/who-we-are,own_about_page,https://en.wikipedia.org/wiki/Indian_Institutes_of_Technology,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Institute of Technology Hyderabad,iith.ac.in,https://en.wikipedia.org/wiki/Indian_Institutes_of_Technology,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Institute of Science,iisc.ac.in,https://www.iisc.ac.in/about/,own_about_page,https://en.wikipedia.org/wiki/Indian_Institute_of_Science,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Institute of Science Education and Research Mohali,iisermohali.ac.in,https://en.wikipedia.org/wiki/Indian_School_of_Business,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Institute of Management Ahmedabad,iima.ac.in,https://en.wikipedia.org/wiki/Indian_Institutes_of_Management,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Institute of Management Bangalore,iimb.ac.in,https://en.wikipedia.org/wiki/Indian_Institutes_of_Management,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Institute of Management Calcutta,iimcal.ac.in,https://www.iimcal.ac.in/about,own_about_page,https://en.wikipedia.org/wiki/Indian_Institute_of_Management_Calcutta,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Institute of Management Lucknow,iiml.ac.in,https://en.wikipedia.org/wiki/Indian_Institute_of_Management_Lucknow,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Institute of Management Kozhikode,iimk.ac.in,https://iimk.ac.in/about,own_about_page,https://en.wikipedia.org/wiki/Indian_Institute_of_Management_Kozhikode,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
All India Institute of Medical Sciences New Delhi,aiims.edu,"https://en.wikipedia.org/wiki/All_India_Institute_of_Medical_Sciences,_Delhi",wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Jawaharlal Nehru University,jnu.ac.in,https://www.jnu.ac.in/about-us,own_about_page,https://en.wikipedia.org/wiki/Jawaharlal_Nehru_University,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
University of Delhi,du.ac.in,"https://en.wikipedia.org/wiki/Faculty_of_Law,_University_of_Delhi",wikipedia,https://en.wikipedia.org/wiki/List_of_Delhi_Technological_University_alumni,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Banaras Hindu University,bhu.ac.in,https://www.bhu.ac.in/Site/Home/1_2_16_Main-Site,own_about_page,"https://en.wikipedia.org/wiki/Institute_of_Science,_Banaras_Hindu_University",wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
University of Hyderabad,uohyd.ac.in,https://en.wikipedia.org/wiki/University_of_Hyderabad,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Birla Institute of Technology and Science Pilani,bits-pilani.ac.in,https://www.bits-pilani.ac.in/pilani/about-us/,own_about_page,https://en.wikipedia.org/wiki/Kumar_Mangalam_Birla,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Vellore Institute of Technology,vit.ac.in,https://vit.ac.in/about-vit,own_about_page,https://en.wikipedia.org/wiki/Vellore,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Manipal Academy of Higher Education,manipal.edu,https://en.wikipedia.org/wiki/Manipal_Academy_of_Higher_Education,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Amrita Vishwa Vidyapeetham,amrita.edu,https://www.amrita.edu/course/company-law/,own_about_page,https://en.wikipedia.org/wiki/Amrita_Schools_of_Engineering,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
SRM Institute of Science and Technology,srmist.edu.in,https://www.srmist.edu.in/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Christ University,christuniversity.in,https://christuniversity.in/about/company,own_about_page,https://en.wikipedia.org/wiki/Christ_University,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Symbiosis International University,siu.edu.in,https://www.siu.edu.in/about-us,own_about_page,https://en.wikipedia.org/wiki/Symbiosis_Institute_of_Management_Studies_Pune,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Ashoka University,ashoka.edu.in,https://www.ashoka.edu.in/about-us/,own_about_page,https://en.wikipedia.org/wiki/Ashoka_University,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Shiv Nadar University,snu.edu.in,https://snu.edu.in/about/,own_about_page,https://en.wikipedia.org/wiki/Shiv_Nadar,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
O.P. Jindal Global University,jgu.edu.in,https://jgu.edu.in/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Azim Premji University,azimpremjiuniversity.edu.in,https://azimpremjiuniversity.edu.in/azim-premji-foundation/our-story,own_about_page,https://en.wikipedia.org/wiki/Azim_Premji,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
FLAME University,flame.edu.in,https://en.wikipedia.org/wiki/Eternal_flame,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Jain University,jainuniversity.ac.in,https://www.jainuniversity.ac.in/,own_about_page,https://en.wikipedia.org/wiki/Ajit_Jain,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
SVKM NMIMS,nmims.edu,https://www.nmims.edu/about,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Institute of Foreign Trade,iift.ac.in,https://en.wikipedia.org/wiki/Indian_Institute_of_Foreign_Trade,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Law School of India University,nls.ac.in,https://www.nls.ac.in/about/about-nlsiu/,own_about_page,"https://en.wikipedia.org/wiki/National_Law_University,_Jodhpur",wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian School of Business,isb.edu,https://www.isb.edu/about,own_about_page,https://en.wikipedia.org/wiki/Indian_School_of_Business,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Federation of Indian Chambers of Commerce and Industry,ficci.in,https://www.ficci.in/about,own_about_page,https://en.wikipedia.org/wiki/Federation_of_Indian_Chambers_of_Commerce_&_Industry,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Confederation of Indian Industry,cii.in,https://en.wikipedia.org/wiki/Confederation_of_Indian_Industry,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
ASSOCHAM,assocham.org,https://en.wikipedia.org/wiki/ASSOCHAM,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Association of Software and Service Companies,nasscom.in,https://nasscom.in/who-we-are,own_about_page,https://en.wikipedia.org/wiki/National_Payments_Corporation_of_India,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Retailers Association of India,rai.net.in,https://rai.net.in/who-we-are,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Internet and Mobile Association of India,iamai.in,https://www.iamai.in/about-us,own_about_page,https://en.wikipedia.org/wiki/Internet_and_Mobile_Association_of_India,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Pharmaceutical Alliance,ipa-india.org,https://www.ipa-india.org/about-us,own_about_page,https://en.wikipedia.org/wiki/Indian_Pharmaceutical_Alliance,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Private Equity and Venture Capital Association,ivca.in,https://www.ivca.in/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Council for Leather Exports,leatherindia.org,https://leatherindia.org/about-cle/,own_about_page,https://en.wikipedia.org/wiki/Cashew_Export_Promotion_Council_of_India,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Export Promotion Council for Handicrafts,epch.in,https://en.wikipedia.org/wiki/List_of_Export_Promotion_Organisations_in_India,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Gem and Jewellery Export Promotion Council,gjepc.org,https://gjepc.org/404.php,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Tea Board India,teaboard.gov.in,https://en.wikipedia.org/wiki/History_of_tea_in_India,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Prasar Bharati,prasarbharati.gov.in,https://en.wikipedia.org/wiki/Prasar_Bharati,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Press Trust of India,ptinews.com,https://en.wikipedia.org/wiki/Press_Trust_of_India,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
India Today Group,indiatodaygroup.com,https://en.wikipedia.org/wiki/India_Today,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
The Indian Express Group,indianexpress.com,https://indianexpress.com/about/company/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
HT Media,htmedia.in,https://www.htmedia.in/about-us,own_about_page,https://en.wikipedia.org/wiki/HT_Media,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
ABP Network,abpnetwork.com,https://www.abpnetwork.com/aboutus,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Jagran Prakashan,jagran.com,https://en.wikipedia.org/wiki/Jagran_Prakashan,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
T-Series,tseries.com,https://www.tseries.com/about-us,own_about_page,https://en.wikipedia.org/wiki/T-Series_(company),wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Yash Raj Films,yashrajfilms.com,https://www.yashrajfilms.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Yash_Raj_Films,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Dharma Productions,dharma-production.com,https://en.wikipedia.org/wiki/Dharma_Productions,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Board of Control for Cricket in India,bcci.tv,https://www.bcci.tv/about,own_about_page,https://en.wikipedia.org/wiki/Board_of_Control_for_Cricket_in_India,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Rifle Association of India,thenrai.in,https://en.wikipedia.org/wiki/National_Rifle_Association_of_India,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
All India Football Federation,the-aiff.com,https://en.wikipedia.org/wiki/India_national_football_team,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Lalit Kala Akademi,lalitkala.gov.in,https://lalitkala.gov.in/about,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Sahitya Akademi,sahitya-akademi.gov.in,https://en.wikipedia.org/wiki/Sahitya_Akademi,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
National Foundation for India,nfi.org.in,https://nfi.org.in/who-we-are,own_about_page,https://en.wikipedia.org/wiki/National_symbols_of_India,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Centre for Science and Environment,cseindia.org,https://www.cseindia.org/who-we-are,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Observer Research Foundation,orfonline.org,https://www.orfonline.org/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Centre for Policy Research,cprindia.org,https://cprindia.org/who-we-are/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
India Development Review,idronline.org,https://idronline.org/about/,own_about_page,https://en.wikipedia.org/wiki/East_India_Company,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Red Cross Society,indianredcross.org,https://www.indianredcross.org/ircs/aboutus/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
The Art of Living Foundation,artofliving.org,https://www.artofliving.org/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Chinmaya Mission,chinmayamission.com,https://www.chinmayamission.com/,own_about_page,https://en.wikipedia.org/wiki/Chinmaya_International_Residential_School,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
