company_name,primary_domain,info_url_1,info_url_1_source_type,info_url_2,info_url_2_source_type,sentiment_url_1,sentiment_url_1_source_type,sentiment_url_2,sentiment_url_2_source_type,notes
Voltas,voltas.com,https://www.voltas.com/pages/about-voltas,own_about_page,https://en.wikipedia.org/wiki/Voltas,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Tata Capital,tatacapital.com,https://www.tatacapital.com/,own_about_page,https://en.wikipedia.org/wiki/Tata_Sons,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Tata International,tatainternational.com,https://www.tatainternational.com/about-us/company-profile/,own_about_page,https://en.wikipedia.org/wiki/Tata_Group,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Tata Electronics,tataelectronics.com,https://www.tataelectronics.com/who-we-are,own_about_page,https://en.wikipedia.org/wiki/Tata_Group,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Tata Digital,tataneu.com,https://en.wikipedia.org/wiki/Tata_Communications,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Tata Investment Corporation,tatainvestment.com,https://tatainvestment.com/company-profile/,own_about_page,https://en.wikipedia.org/wiki/Tata_Investment_Corp,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Adani Enterprises,adanienterprises.com,https://www.adanienterprises.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Adani_Enterprises,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Adani Wilmar,awl.in,https://www.awl.in/company-presentation/,own_about_page,https://en.wikipedia.org/wiki/Adani_Enterprises,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
UltraTech Cement,ultratechcement.com,https://www.ultratechcement.com/,own_about_page,https://en.wikipedia.org/wiki/UltraTech_Cement,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Aditya Birla Capital,adityabirlacapital.com,https://www.adityabirlacapital.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Aditya_Birla_Group,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Aditya Birla Fashion and Retail,abfrl.com,https://www.abfrl.com/about-us/,own_about_page,https://en.wikipedia.org/wiki/Aditya_Birla_Fashion_and_Retail,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Vodafone Idea,myvi.in,https://en.wikipedia.org/wiki/Vodafone_Idea,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Godrej Properties,godrejproperties.com,https://en.wikipedia.org/wiki/Godrej_Properties,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Mahindra Lifespaces,mahindralifespaces.com,https://www.mahindralifespaces.com/our-story/,own_about_page,https://en.wikipedia.org/wiki/Mahindra_Lifespaces,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Mahindra Logistics,mahindralogistics.com,https://mahindralogistics.com/,own_about_page,https://en.wikipedia.org/wiki/Mahindra_Group,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bajaj Finserv,bajajfinserv.in,https://en.wikipedia.org/wiki/Bajaj_Finserv,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bajaj Electricals,bajajelectricals.com,https://www.bajajelectricals.com/pages/nex-life,own_about_page,https://en.wikipedia.org/wiki/Bajaj_Electricals,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bajaj Consumer Care,bajajconsumercare.com,https://bajajconsumercare.com/who-we-are,own_about_page,https://en.wikipedia.org/wiki/Bajaj_Consumer_Care,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bajaj Housing Finance,bajajhousingfinance.in,https://www.bajajhousingfinance.in/about-us,own_about_page,https://en.wikipedia.org/wiki/Bajaj_Finance,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Kotak Mahindra Bank,kotak.bank.in,https://en.wikipedia.org/wiki/Kotak_Mahindra_Bank,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
IndusInd Bank,indusind.bank.in,https://www.indusind.bank.in/in/en/404.html,own_about_page,https://en.wikipedia.org/wiki/IndusInd_Bank,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
YES BANK,yes.bank.in,https://en.wikipedia.org/wiki/Yes_Bank,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
IDFC FIRST Bank,idfcfirst.bank.in,https://www.idfcfirst.bank.in/about-us/our-history,own_about_page,https://en.wikipedia.org/wiki/IDFC_First_Bank,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bank of Baroda,bankofbaroda.bank.in,https://bankofbaroda.bank.in/about-us/overview,own_about_page,https://en.wikipedia.org/wiki/Bank_of_Baroda,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Punjab National Bank,pnb.bank.in,https://pnb.bank.in/Page-Not-Found.html,own_about_page,https://en.wikipedia.org/wiki/Punjab_National_Bank,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Canara Bank,canarabank.bank.in,https://www.canarabank.bank.in/pages/about-us,own_about_page,https://en.wikipedia.org/wiki/Canara_Bank,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Union Bank of India,unionbankofindia.bank.in,https://www.unionbankofindia.bank.in/en/home?aspxerrorpath=%2Fwho-we-are,own_about_page,https://en.wikipedia.org/wiki/Union_Bank_of_India,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Federal Bank,validate.perfdrive.com,https://en.wikipedia.org/wiki/Federal_Bank,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
RBL Bank,rbl.bank.in,https://www.rbl.bank.in:443/about-us,own_about_page,https://en.wikipedia.org/wiki/RBL_Bank,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bandhan Bank,bandhan.bank.in,https://bandhan.bank.in/Our-Story,own_about_page,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
HDFC Life,hdfclife.com,https://www.hdfclife.com/about-us,own_about_page,https://en.wikipedia.org/wiki/HDFC_Life,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Life Insurance Corporation of India,licindia.in,https://licindia.in/about-us,own_about_page,https://en.wikipedia.org/wiki/Life_Insurance_Corporation,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
The New India Assurance,newindia.co.in,https://www.newindia.co.in/about-us,own_about_page,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
General Insurance Corporation of India,gicre.in,https://www.gicre.in/en/about-us,own_about_page,https://en.wikipedia.org/wiki/General_Insurance_Corporation_of_India,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Manappuram Finance,manappuram.com,https://en.wikipedia.org/wiki/Manappuram_Finance,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Cholamandalam Investment and Finance,cholamandalam.com,https://www.cholamandalam.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Cholamandalam_Investment_and_Finance_Company,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Shriram Finance,shriramfinance.in,https://www.shriramfinance.in/about-us,own_about_page,https://en.wikipedia.org/wiki/Shriram_Group,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Pine Labs,pinelabs.com,https://www.pinelabs.com/about,own_about_page,https://en.wikipedia.org/wiki/Pine_Labs,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
BillDesk,billdesk.com,https://en.wikipedia.org/wiki/BillDesk,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Mswipe,mswipe.com,https://www.mswipe.com/about-us,own_about_page,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Coal India,coalindia.in,https://www.coalindia.in/about-us/,own_about_page,https://en.wikipedia.org/wiki/Coal_in_India,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Oil Corporation,iocl.com,https://iocl.com/who-we-are,own_about_page,https://en.wikipedia.org/wiki/Indian_Oil_Corporation,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bharat Petroleum,bharatpetroleum.in,https://www.bharatpetroleum.in/errorpage,own_about_page,https://en.wikipedia.org/wiki/Bharat_Petroleum,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Hindustan Petroleum,hindustanpetroleum.com,https://www.hindustanpetroleum.com/who-we-are,own_about_page,https://en.wikipedia.org/wiki/Hindustan_Petroleum,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
GAIL India,gailonline.com,https://en.wikipedia.org/wiki/GAIL,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
NHPC,nhpcindia.com,https://en.wikipedia.org/wiki/NHPC,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Railway Catering and Tourism Corporation,irctc.com,https://en.wikipedia.org/wiki/Indian_Railway_Catering_and_Tourism_Corporation,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bharat Dynamics,bdl-india.in,https://www.bdl-india.in/about-us,own_about_page,https://en.wikipedia.org/wiki/Bharat_Dynamics_Limited,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Mazagon Dock Shipbuilders,mazagondock.in,https://mazagondock.in/,own_about_page,https://en.wikipedia.org/wiki/Mazagon_Dock_Shipbuilders,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Garden Reach Shipbuilders and Engineers,grse.in,https://www.grse.in/about-us/,own_about_page,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
NMDC,nmdc.co.in,https://en.wikipedia.org/wiki/NMDC_Limited,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
JSW Steel,jswsteel.in,https://www.jswsteel.in/about-us/,own_about_page,https://en.wikipedia.org/wiki/JSW_Steel,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Vedanta,vedantalimited.com,https://en.wikipedia.org/wiki/Vedanta_Limited,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
TVS Motor Company,tvsmotor.com,https://en.wikipedia.org/wiki/TVS_Motor_Company,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Ashok Leyland,ashokleyland.com,https://www.ashokleyland.com/,own_about_page,https://en.wikipedia.org/wiki/Ashok_Leyland,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Force Motors,forcemotors.com,https://www.forcemotors.com/about-force/,own_about_page,https://en.wikipedia.org/wiki/Force_Motors,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Escorts Kubota,escortskubota.com,https://en.wikipedia.org/wiki/Escorts_Kubota_Limited,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Samvardhana Motherson International,motherson.com,https://www.motherson.com/company,own_about_page,https://en.wikipedia.org/wiki/Samvardhana_Motherson,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Kirloskar Oil Engines,kirloskar.com,https://en.wikipedia.org/wiki/Kirloskar_Group,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Tractors and Farm Equipment,tafe.com,https://www.tafe.com:443/404,own_about_page,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Jindal Stainless,jindalstainless.com,https://www.jindalstainless.com/overview/,own_about_page,https://en.wikipedia.org/wiki/Jindal_Stainless,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Dabur India,dabur.com,https://www.dabur.com/our-story,own_about_page,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Marico,marico.com,https://marico.com/global/about-us,own_about_page,https://en.wikipedia.org/wiki/Marico,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Emami,emamiltd.in,https://www.emamiltd.in/know-us/company-profile/,own_about_page,https://en.wikipedia.org/wiki/Emami,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Patanjali Ayurved,patanjaliayurved.net,https://www.patanjaliayurved.net/about,own_about_page,https://en.wikipedia.org/wiki/Patanjali_Ayurved,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Havells India,havells.com,https://en.wikipedia.org/wiki/Havells,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Crompton Greaves Consumer Electricals,crompton.co.in,https://www.crompton.co.in/pages/about-us,own_about_page,https://en.wikipedia.org/wiki/Crompton_Greaves_Consumer_Electricals,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Pidilite Industries,pidilite.com,https://www.pidilite.com/about,own_about_page,https://en.wikipedia.org/wiki/Pidilite_Industries,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Berger Paints India,bergerpaints.com,https://www.bergerpaints.com/about-us/company-profile,own_about_page,https://en.wikipedia.org/wiki/Berger_Paints,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Kalyan Jewellers India,kalyanjewellers.net,https://en.wikipedia.org/wiki/Kalyan_Jewellers,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Senco Gold and Diamonds,sencogoldanddiamonds.com,https://sencogoldanddiamonds.com/about-us,own_about_page,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Haldiram's,haldirams.com,https://en.wikipedia.org/wiki/Haldiram's,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Gujarat Cooperative Milk Marketing Federation,amul.com,"https://en.wikipedia.org/wiki/Anand,_Gujarat",wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Mother Dairy,motherdairy.com,https://en.wikipedia.org/wiki/Mother_Dairy,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Parle Products,parleproducts.com,https://www.parleproducts.com/about,own_about_page,https://en.wikipedia.org/wiki/Parle_Products,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
MTR Foods,mtrfoods.com,https://en.wikipedia.org/wiki/MTR_Foods,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
DLF,dlf.in,https://www.dlf.in/about-us,own_about_page,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Oberoi Realty,oberoirealty.com,https://www.oberoirealty.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Vikas_Oberoi,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Prestige Estates Projects,prestigeconstructions.com,https://www.prestigeconstructions.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Prestige_Group,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Mphasis,mphasis.com,https://en.wikipedia.org/wiki/Mphasis,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Coforge,coforge.com,https://www.coforge.com/who-we-are,own_about_page,https://en.wikipedia.org/wiki/Coforge,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Cyient,cyient.com,https://www.cyient.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Cyient,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
KPIT Technologies,kpit.com,https://www.kpit.com/about/,own_about_page,https://en.wikipedia.org/wiki/KPIT_Technologies,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Zoho,zoho.com,https://en.wikipedia.org/wiki/Zoho_Corporation,wikipedia,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Chargebee,chargebee.com,https://www.chargebee.com/company/,own_about_page,,,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
BrowserStack,browserstack.com,https://www.browserstack.com/company,own_about_page,https://en.wikipedia.org/wiki/BrowserStack,wikipedia,,,,,Official domain supplied from a curated Indian-company candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
