company_name,primary_domain,info_url_1,info_url_1_source_type,info_url_2,info_url_2_source_type,sentiment_url_1,sentiment_url_1_source_type,sentiment_url_2,sentiment_url_2_source_type,notes
Indian Renewable Energy Development Agency,ireda.in,https://en.wikipedia.org/wiki/Indian_Renewable_Energy_Development_Agency,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
JSW Energy,jswenergy.in,https://www.jswenergy.in/about-us/,own_about_page,https://en.wikipedia.org/wiki/JSW_Energy,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Gujarat Gas,gujaratgas.com,https://en.wikipedia.org/wiki/Gujarat_Gas,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Indian Energy Exchange,iexindia.com,https://www.iexindia.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Indian_Energy_Exchange,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Jaiprakash Power Ventures,jppowerventures.com,https://en.wikipedia.org/wiki/Jaiprakash_Gaur,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
UPL,upl-ltd.com,https://www.upl-ltd.com/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
PI Industries,piindustries.com,https://www.piindustries.com/our-story/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Coromandel International,coromandel.biz,https://www.coromandel.biz/company/,own_about_page,https://en.wikipedia.org/wiki/Coromandel_International,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Chambal Fertilisers and Chemicals,chambalfertilisers.com,https://en.wikipedia.org/wiki/Chambal_Fertilisers,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
DCM Shriram,dcmshriram.com,https://www.dcmshriram.com/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Aarti Industries,aarti-industries.com,https://www.aarti-industries.com/who-we-are,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Atul,atul.co.in,https://www.atul.co.in/about/,own_about_page,https://en.wikipedia.org/wiki/Atul_(company),wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Gujarat Alkalies and Chemicals,gacl.com,https://gacl.com/about/,own_about_page,https://en.wikipedia.org/wiki/Gujarat_Alkalies_and_Chemicals_Limited,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Gujarat State Fertilizers and Chemicals,gsfclimited.com,https://www.gsfclimited.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Gujarat_State_Fertilizers_and_Chemicals,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Jaquar,asia.jaquar.com,https://asia.jaquar.com/en/storeclosed,own_about_page,https://en.wikipedia.org/wiki/Jaquar,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Polycab India,polycab.com,https://polycab.com/company,own_about_page,https://en.wikipedia.org/wiki/Polycab_India,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Finolex Cables,finolex.com,https://www.finolex.com/Home/NotFound?aspxerrorpath=%2Fwho-we-are,own_about_page,https://en.wikipedia.org/wiki/Finolex_Group,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Dixon Technologies,dixoninfo.com,https://www.dixoninfo.com/our-story,own_about_page,https://en.wikipedia.org/wiki/Dixon_Technologies,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Amber Enterprises India,ambergroupindia.com,https://www.ambergroupindia.com/about/,own_about_page,"https://en.wikipedia.org/wiki/Amber_Road,_Inc.",wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bharat Bijlee,bharatbijlee.com,https://www.bharatbijlee.com/company/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
ABB India,abb.com,https://www.abb.com/global/en/company/about,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Greaves Cotton,greavescotton.com,https://en.wikipedia.org/wiki/Greaves_Cotton,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Exide Industries,exideindustries.com,https://www.exideindustries.com/about/,own_about_page,https://en.wikipedia.org/wiki/Exide_Industries,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Amara Raja Energy and Mobility,amararajaeandm.com,https://amararajaeandm.com/about,own_about_page,https://en.wikipedia.org/wiki/Amara_Raja_Group,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bosch India,bosch.in,https://en.wikipedia.org/wiki/Bosch_(company),wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Glenmark Pharmaceuticals,glenmarkpharma.com,https://en.wikipedia.org/wiki/Glenmark_Pharmaceuticals,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Alkem Laboratories,alkemlabs.com,https://www.alkemlabs.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Alkem_Laboratories,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Ipca Laboratories,ipca.com,https://en.wikipedia.org/wiki/Ipca_Laboratories,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Natco Pharma,natcopharma.com,https://en.wikipedia.org/wiki/Natco_Pharma,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Alembic Pharmaceuticals,alembicpharmaceuticals.com,https://alembicpharmaceuticals.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Alembic_Pharmaceuticals,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Mankind Pharma,mankindpharma.com,https://www.mankindpharma.com/company/,own_about_page,https://en.wikipedia.org/wiki/Mankind_Pharma,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Piramal Pharma,piramalpharma.com,https://www.piramalpharma.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Piramal_Group,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Laurus Labs,lauruslabs.com,https://en.wikipedia.org/wiki/Laurus_Labs,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Syngene International,syngeneintl.com,https://www.syngeneintl.com/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Serum Institute of India,seruminstitute.com,https://en.wikipedia.org/wiki/Serum_Institute_of_India,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Aravind Eye Care System,aravind.org,https://aravind.org/our-story/,own_about_page,https://en.wikipedia.org/wiki/Aravind_Eye_Hospitals,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Narayana Health,narayanahealth.org,https://www.narayanahealth.org/about-us,own_about_page,https://en.wikipedia.org/wiki/Narayana_Health,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Sankara Nethralaya,sankaranethralaya.org,https://en.wikipedia.org/wiki/Sankara_Nethralaya,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Angel One,angelone.in,https://www.angelone.in/aboutus,own_about_page,https://en.wikipedia.org/wiki/Angel_One_(company),wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
IIFL Finance,iifl.com,https://www.iifl.com/finance/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
JM Financial,jmfl.com,https://www.jmfl.com/Error/Index,own_about_page,https://en.wikipedia.org/wiki/JM_Financial,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
UTI Asset Management,utimf.com,https://en.wikipedia.org/wiki/UTI_Asset_Management,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
LIC Housing Finance,lichousing.com,https://www.lichousing.com/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Can Fin Homes,canfinhomes.com,https://www.canfinhomes.com/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
5paisa Capital,5paisa.com,https://www.5paisa.com/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
IIFL Securities,indiainfoline.com,https://www.indiainfoline.com/company,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Sundaram Asset Management,sundarammutual.com,https://www.sundarammutual.com/,own_about_page,https://en.wikipedia.org/wiki/Sundaram_Finance,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Motilal Oswal Asset Management,motilaloswal.com,https://en.wikipedia.org/wiki/Motilal_Oswal_Financial_Services,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bajaj Allianz General Insurance,bajajgeneralinsurance.com,https://www.bajajgeneralinsurance.com/about-us.html,own_about_page,https://en.wikipedia.org/wiki/Bajaj_Life_Insurance,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Star Health and Allied Insurance,starhealth.in,https://www.starhealth.in/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Niva Bupa Health Insurance,nivabupa.com,https://en.wikipedia.org/wiki/Niva_Bupa,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
TeamLease Services,group.teamlease.com,https://group.teamlease.com/about-teamlease/,own_about_page,https://en.wikipedia.org/wiki/TeamLease_Services,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Quess Corp,quesscorp.com,https://www.quesscorp.com/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
SIS Limited,sisindia.com,https://sisindia.com/company-announcement/,own_about_page,https://en.wikipedia.org/wiki/SIS_Limited,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Firstsource Solutions,firstsource.com,https://www.firstsource.com/about-us/who-we-are,own_about_page,https://en.wikipedia.org/wiki/Firstsource,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Hinduja Global Solutions,hgs.com,https://en.wikipedia.org/wiki/Hinduja_Group,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Allsec Technologies,alldigitech.com,https://www.alldigitech.com/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Tally Solutions,tallysolutions.com,https://tallysolutions.com/business-tools-templates/company-cin-by-pan/,own_about_page,https://en.wikipedia.org/wiki/Tally_Solutions,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Info Edge India,infoedge.in,https://en.wikipedia.org/wiki/Info_Edge,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
IndiaMART InterMESH,indiamart.com,https://www.indiamart.com/our-story/,own_about_page,https://en.wikipedia.org/wiki/IndiaMART,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Matrimony.com,matrimony.com,https://www.matrimony.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Matrimony.com,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Nazara Technologies,nazara.com,https://en.wikipedia.org/wiki/Nazara_Technologies,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Affle India,affle.com,https://affle.com/about,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Route Mobile,routemobile.com,https://routemobile.com/company-profile/,own_about_page,https://en.wikipedia.org/wiki/Route_Mobile,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Tanla Platforms,tanla.com,https://www.tanla.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Tanla_Platforms,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Sonata Software,sonata-software.com,https://www.sonata-software.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Sonata_Software,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Intellect Design Arena,intellectdesign.com,https://www.intellectdesign.com/our-story/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Sasken Technologies,sasken.com,https://en.wikipedia.org/wiki/Sasken_Technologies,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
RateGain Travel Technologies,rategain.com,https://rategain.com/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Cigniti Technologies,cigniti.com,https://www.cigniti.com/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Unicommerce eSolutions,unicommerce.com,https://unicommerce.com/about-us/,own_about_page,https://en.wikipedia.org/wiki/Unicommerce,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Zetwerk,zetwerk.com,https://www.zetwerk.com/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Shiprocket,shiprocket.in,https://www.shiprocket.in/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
NoBroker,nobroker.in,https://www.nobroker.in/about/company,own_about_page,https://en.wikipedia.org/wiki/NoBroker,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
EaseMyTrip,easemytrip.com,https://en.wikipedia.org/wiki/EaseMyTrip,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Nirma,nirma.co.in,https://en.wikipedia.org/wiki/Nirma,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Raymond,raymond.in,https://en.wikipedia.org/wiki/Raymond_Group,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Welspun India,welspun.com,https://en.wikipedia.org/wiki/Welspun_Corp,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
V-Guard Industries,vguard.in,https://en.wikipedia.org/wiki/V-Guard_Industries,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
CavinKare,cavinkare.com,https://cavinkare.com/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Jyothy Labs,jyothylabs.com,https://www.jyothylabs.com/company/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bikaji Foods International,bikaji.com,https://www.bikaji.com/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Devyani International,dil-rjcorp.com,https://dil-rjcorp.com/about-rj-corp/,own_about_page,https://en.wikipedia.org/wiki/Devyani_Khobragade_incident,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Restaurant Brands Asia,login.microsoftonline.com,https://en.wikipedia.org/wiki/Speciality_Restaurants_Limited,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Lemon Tree Hotels,lemontreehotels.com,https://www.lemontreehotels.com/about-us,own_about_page,https://en.wikipedia.org/wiki/Lemon_Tree_Hotels,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Chalet Hotels,chalethotels.com,https://www.chalethotels.com/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Thomas Cook India,thomascook.in,https://www.thomascook.in/about-us,own_about_page,https://en.wikipedia.org/wiki/Thomas_Cook_India,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
